,area_sqft,availability_date,balcony,base_price,bathroom,bedrooms,id,kitchens,lattitude,living,locality_name,longitude,owner_name,post_date,price,property_name
37,766.0,"Dec 01, 2022",1,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3523600.0,Realtech Nirman Hijibiji
38,767.0,"Dec 01, 2022",,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3528200.0,Realtech Nirman Hijibiji
39,768.0,"Dec 01, 2022",,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3532800.0,Realtech Nirman Hijibiji
40,778.0,"Dec 01, 2022",,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3578800.0,Realtech Nirman Hijibiji
41,797.0,"Dec 01, 2022",1,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3666200.0,Realtech Nirman Hijibiji
42,798.0,"Dec 01, 2022",,4600,2,2.0,349053,0.0,22.588327,,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3670800.0,Realtech Nirman Hijibiji
43,818.0,"Dec 01, 2022",1,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3762800.0,Realtech Nirman Hijibiji
44,864.0,"Dec 01, 2022",,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",3974400.0,Realtech Nirman Hijibiji
45,873.0,"Dec 01, 2022",,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",4015800.0,Realtech Nirman Hijibiji
46,900.0,"Dec 01, 2022",1,4600,2,2.0,349053,1.0,22.588327,1,New Town,88.49746,Realtech Nirman Pvt Ltd,"Oct 23, 2020",4140000.0,Realtech Nirman Hijibiji
47,681.0,"May 01, 2023",1,9911,2,3.0,778780,1.0,22.582182,1,New Town,88.487992,PS Group Realty Ltd,"Sep 16, 2020",6800000.0,PS Amistad
48,929.0,"May 01, 2023",1,9911,3,3.0,778780,1.0,22.582182,1,New Town,88.487992,PS Group Realty Ltd,"Sep 16, 2020",9139502.0,PS Amistad
49,2060.0,0,1,4050,3,4.0,78720,0.0,22.670682,,B T Road,88.376096,Dhoot Realtors,"Aug 13, 2020",8343000.0,Dhoot Pratham
50,898.0,"Dec 01, 2022",,3100,3,3.0,547367,0.0,22.592255,,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 02, 2020",2783800.0,Realtech Rajotto
51,929.0,"Dec 01, 2022",1,3100,2,3.0,547367,1.0,22.592255,1,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 02, 2020",2879900.0,Realtech Rajotto
52,958.0,"Dec 01, 2022",1,3100,2,3.0,547367,1.0,22.592255,1,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 02, 2020",2969800.0,Realtech Rajotto
53,895.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",3187250.0,Purti Veda
54,923.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4384250.0,Purti Veda
55,925.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4393750.0,Purti Veda
56,933.0,"Jan 01, 2025",,5363,,2.0,1048210,1.0,22.567551,,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4431750.0,Purti Veda
57,959.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4555250.0,Purti Veda
58,977.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4640750.0,Purti Veda
59,1054.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5006500.0,Purti Veda
60,1073.0,"Jan 01, 2025",,5363,2,2.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5096750.0,Purti Veda
61,1003.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",4764250.0,Purti Veda
62,1128.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5358000.0,Purti Veda
63,1132.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5377000.0,Purti Veda
64,1144.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5434000.0,Purti Veda
65,1244.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5909000.0,Purti Veda
66,1260.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5985000.0,Purti Veda
67,1261.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5989750.0,Purti Veda
68,1263.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",5999250.0,Purti Veda
69,1307.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",7009441.0,Purti Veda
70,1357.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",7277591.0,Purti Veda
71,1455.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",7803165.0,Purti Veda
72,1531.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",8210753.0,Purti Veda
73,1548.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",7353000.0,Purti Veda
74,1741.0,"Jan 01, 2025",,5363,3,3.0,1048210,1.0,22.567551,1,New Town,88.463143,Ashish Goyal,"Oct 23, 2020",8269750.0,Purti Veda
75,1110.0,"Sep 01, 2020",1,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",4440000.0,GM Meena Icon
76,1280.0,"Sep 01, 2020",1,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5120000.0,GM Meena Icon
77,1285.0,"Sep 01, 2020",1,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5140000.0,GM Meena Icon
78,1310.0,"Sep 01, 2020",1,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5240000.0,GM Meena Icon
79,1330.0,"Sep 01, 2020",2,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5320000.0,GM Meena Icon
80,1370.0,"Sep 01, 2020",,4000,,3.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Sep 26, 2020",5480000.0,GM Meena Icon
81,1415.0,"Sep 01, 2020",2,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5660000.0,GM Meena Icon
82,1425.0,"Sep 01, 2020",2,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5700000.0,GM Meena Icon
83,1441.0,"Sep 01, 2020",,4000,3,3.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Sep 26, 2020",5764000.0,GM Meena Icon
84,1445.0,"Sep 01, 2020",1,4000,2,3.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Sep 26, 2020",5780000.0,GM Meena Icon
85,890.0,"Sep 01, 2020",1,4000,2,2.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Nov 03, 2020",3560000.0,GM Meena Icon
86,925.0,"Sep 01, 2020",1,4000,2,2.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Nov 03, 2020",3700000.0,GM Meena Icon
87,980.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",3920000.0,GM Meena Icon
88,1005.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4020000.0,GM Meena Icon
89,1020.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4080000.0,GM Meena Icon
90,1035.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4140000.0,GM Meena Icon
91,1041.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4164000.0,GM Meena Icon
92,1045.0,"Sep 01, 2020",,4000,2,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4180000.0,GM Meena Icon
93,1050.0,"Sep 01, 2020",,4000,,2.0,38419,0.0,22.699432,,Sodepur,88.375397,G M Group,"Nov 03, 2020",4200000.0,GM Meena Icon
94,1125.0,"Sep 01, 2020",2,4000,2,2.0,38419,1.0,22.699432,1,Sodepur,88.375397,G M Group,"Nov 03, 2020",4500000.0,GM Meena Icon
95,586.0,"Dec 01, 2022",,3100,2,2.0,547367,0.0,22.592255,,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",1816600.0,Realtech Rajotto
96,595.0,"Dec 01, 2022",1,3100,2,2.0,547367,1.0,22.592255,1,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",1844500.0,Realtech Rajotto
97,600.0,"Dec 01, 2022",1,3100,2,2.0,547367,1.0,22.592255,1,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",1860000.0,Realtech Rajotto
98,645.0,"Dec 01, 2022",,3100,2,2.0,547367,0.0,22.592255,,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",1999500.0,Realtech Rajotto
99,660.0,"Dec 01, 2022",,3100,2,2.0,547367,0.0,22.592255,,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",2046000.0,Realtech Rajotto
100,679.0,"Dec 01, 2022",1,3100,2,2.0,547367,1.0,22.592255,1,Rajarhat,88.508835,Realtech Nirman Pvt Ltd,"Nov 03, 2020",2104900.0,Realtech Rajotto
101,915.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5032500.0,Realtech Nirman Curiocity Classic
102,923.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5076500.0,Realtech Nirman Curiocity Classic
103,931.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5120500.0,Realtech Nirman Curiocity Classic
104,975.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5362500.0,Realtech Nirman Curiocity Classic
105,1014.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5577000.0,Realtech Nirman Curiocity Classic
106,1027.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5648500.0,Realtech Nirman Curiocity Classic
107,1030.0,"Mar 01, 2025",1,5500,2,3.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5665000.0,Realtech Nirman Curiocity Classic
108,1062.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5841000.0,Realtech Nirman Curiocity Classic
109,1089.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",5989500.0,Realtech Nirman Curiocity Classic
110,1166.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",6413000.0,Realtech Nirman Curiocity Classic
111,1327.0,"Mar 01, 2025",,5500,3,3.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 02, 2020",7298500.0,Realtech Nirman Curiocity Classic
112,626.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3443000.0,Realtech Nirman Curiocity Classic
113,664.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3652000.0,Realtech Nirman Curiocity Classic
114,666.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3663000.0,Realtech Nirman Curiocity Classic
115,702.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3861000.0,Realtech Nirman Curiocity Classic
116,721.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3965500.0,Realtech Nirman Curiocity Classic
117,724.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",3982000.0,Realtech Nirman Curiocity Classic
118,736.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4048000.0,Realtech Nirman Curiocity Classic
119,742.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4081000.0,Realtech Nirman Curiocity Classic
120,763.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4196500.0,Realtech Nirman Curiocity Classic
121,767.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4218500.0,Realtech Nirman Curiocity Classic
122,768.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4224000.0,Realtech Nirman Curiocity Classic
123,771.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4240500.0,Realtech Nirman Curiocity Classic
124,777.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4273500.0,Realtech Nirman Curiocity Classic
125,785.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4317500.0,Realtech Nirman Curiocity Classic
126,792.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4356000.0,Realtech Nirman Curiocity Classic
127,798.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4389000.0,Realtech Nirman Curiocity Classic
128,814.0,"Mar 01, 2025",1,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4477000.0,Realtech Nirman Curiocity Classic
129,821.0,"Mar 01, 2025",,5500,2,2.0,1013689,1.0,22.5867856,1,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4515500.0,Realtech Nirman Curiocity Classic
130,824.0,"Mar 01, 2025",2,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4532000.0,Realtech Nirman Curiocity Classic
131,862.0,"Mar 01, 2025",2,5500,2,2.0,1013689,1.0,22.5867856,,New Town,88.4939735,Realtech Nirman Pvt Ltd,"Nov 03, 2020",4741000.0,Realtech Nirman Curiocity Classic
132,1000.0,"Sep 01, 2023",,4800,3,3.0,244843,0.0,22.57676,,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",4800000.0,GM Meena Orchid
133,1148.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5510400.0,GM Meena Orchid
134,1153.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5534400.0,GM Meena Orchid
135,1155.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5544000.0,GM Meena Orchid
136,1170.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5616000.0,GM Meena Orchid
137,1173.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5630400.0,GM Meena Orchid
138,1176.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5644800.0,GM Meena Orchid
139,1185.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5688000.0,GM Meena Orchid
140,1195.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5736000.0,GM Meena Orchid
141,1199.0,"Sep 01, 2023",,4800,3,3.0,244843,1.0,22.57676,1,Mohisbathan,88.442903,G M Group,"Sep 26, 2020",5755200.0,GM Meena Orchid
142,795.0,"Jun 01, 2022",,4000,2,2.0,1014154,0.0,22.504206,,Kaikhali,88.287499,G M Group,"Nov 03, 2020",3180000.0,GM Meena Flora
143,800.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2200000.0,Riya Manbhari Ananya
144,807.0,"Oct 01, 2020",1,2750,2,2.0,411972,1.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2219250.0,Riya Manbhari Ananya
145,808.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2222000.0,Riya Manbhari Ananya
146,818.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2249500.0,Riya Manbhari Ananya
147,853.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2345750.0,Riya Manbhari Ananya
148,872.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2398000.0,Riya Manbhari Ananya
149,874.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2403500.0,Riya Manbhari Ananya
150,882.0,"Oct 01, 2020",1,2750,2,2.0,411972,0.0,22.404165,1,Rajpur,88.419477,Ixora Realty LLP,"Oct 27, 2020",2425500.0,Riya Manbhari Ananya
